Record Date,Statement Fiscal Year,Restatement Flag,Agency Name,Gross Cost (in Billions),Earned Revenue (in Billions),Subtotal (in Billions),Change in Assumptions (in Billions),Net Cost (in Billions),Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2013-09-30,2013,N,Export-Import Bank of the United States,1.1,1.0,0.1,null,0.1,28,2013,4,2013,3,09,30
2013-09-30,2013,N,Farm Credit System Insurance Corporation,null,0.1,-0.1,null,-0.1,29,2013,4,2013,3,09,30
2013-09-30,2013,N,Pension Benefit Guaranty Corporation,9.1,9.4,-0.3,null,-0.3,30,2013,4,2013,3,09,30
2013-09-30,2013,N,Securities and Exchange Commission,1.3,1.8,-0.5,null,-0.5,31,2013,4,2013,3,09,30
2013-09-30,2013,N,Tennessee Valley Authority,10.7,11.0,-0.3,-0.2,-0.5,32,2013,4,2013,3,09,30
2013-09-30,2013,N,General Services Administration,0.1,0.7,-0.6,null,-0.6,33,2013,4,2013,3,09,30
2013-09-30,2013,N,National Credit Union Administration,-1.8,0.9,-2.7,null,-2.7,34,2013,4,2013,3,09,30
2013-09-30,2013,N,Federal Deposit Insurance Corporation,-2.9,12.7,-15.6,null,-15.6,35,2013,4,2013,3,09,30
2013-09-30,2013,N,Department of the Treasury,75.3,103.5,-28.2,null,-28.2,36,2013,4,2013,3,09,30
2013-09-30,2013,N,All other entities,46.1,1.3,44.8,null,44.8,37,2013,4,2013,3,09,30
2013-09-30,2013,N,Total,3940.9,415.5,3525.4,131.2,3656.6,38,2013,4,2013,3,09,30
2013-09-30,2012,Y,Department of Health and Human Services,922.4,67.8,854.6,0.3,854.9,1,2013,4,2013,3,09,30
2013-09-30,2012,Y,Social Security Administration,822.9,0.3,822.6,null,822.6,2,2013,4,2013,3,09,30
2013-09-30,2012,Y,Department of Defense,769.6,56.0,713.6,70.4,784.0,3,2013,4,2013,3,09,30
2013-09-30,2012,Y,Department of Veterans Affairs,209.9,4.1,205.8,149.3,355.1,4,2013,4,2013,3,09,30
2013-09-30,2012,Y,Interest on Treasury Securities Held by the Public,245.4,null,245.4,null,245.4,5,2013,4,2013,3,09,30
2013-09-30,2012,Y,Department of Agriculture,158.8,12.0,146.8,null,146.8,6,2013,4,2013,3,09,30
2013-09-30,2012,Y,Office of Personnel Management,82.0,19.1,62.9,98.9,161.8,7,2013,4,2013,3,09,30
2013-09-30,2012,Y,Department of Labor,102.6,null,102.6,null,102.6,8,2013,4,2013,3,09,30
2013-09-30,2012,Y,Department of Transportation,77.3,0.8,76.5,null,76.5,9,2013,4,2013,3,09,30
2013-09-30,2012,Y,Department of Homeland Security,58.9,9.9,49.0,0.4,49.4,10,2013,4,2013,3,09,30
2013-09-30,2012,Y,Department of Housing and Urban Development,74.0,1.5,72.5,null,72.5,11,2013,4,2013,3,09,30
2013-09-30,2012,Y,Department of Energy,60.2,4.3,55.9,null,55.9,12,2013,4,2013,3,09,30
2013-09-30,2012,Y,Department of Justice,38.8,1.3,37.5,null,37.5,13,2013,4,2013,3,09,30
2013-09-30,2012,Y,Department of State,29.5,3.5,26.0,0.8,26.8,14,2013,4,2013,3,09,30
2013-09-30,2012,Y,National Aeronautics and Space Administration,18.1,0.2,17.9,null,17.9,15,2013,4,2013,3,09,30
2013-09-30,2012,Y,Department of the Interior,21.7,2.7,19.0,null,19.0,16,2013,4,2013,3,09,30
2013-09-30,2012,Y,Agency for International Development,11.4,0.2,11.2,null,11.2,17,2013,4,2013,3,09,30
2013-09-30,2012,Y,Department of Education,62.6,20.0,42.6,null,42.6,18,2013,4,2013,3,09,30
2013-09-30,2012,Y,Federal Communications Commission,10.0,0.4,9.6,null,9.6,19,2013,4,2013,3,09,30
2013-09-30,2012,Y,Railroad Retirement Board,15.2,5.1,10.1,null,10.1,20,2013,4,2013,3,09,30
2013-09-30,2012,Y,Environmental Protection Agency,10.7,0.3,10.4,null,10.4,21,2013,4,2013,3,09,30
2013-09-30,2012,Y,Department of Commerce,12.0,2.6,9.4,null,9.4,22,2013,4,2013,3,09,30
2013-09-30,2012,Y,National Science Foundation,7.3,null,7.3,null,7.3,23,2013,4,2013,3,09,30
2013-09-30,2012,Y,U.S. Postal Service,81.5,64.2,17.3,null,17.3,24,2013,4,2013,3,09,30
2013-09-30,2012,Y,Smithsonian Institution,0.7,null,0.7,null,0.7,25,2013,4,2013,3,09,30
2013-09-30,2012,Y,Small Business Administration,1.5,0.4,1.1,null,1.1,26,2013,4,2013,3,09,30
2013-09-30,2012,Y,U.S. Nuclear Regulatory Commission,1.0,0.8,0.2,null,0.2,27,2013,4,2013,3,09,30
2013-09-30,2012,Y,Export-Import Bank of the United States,1.2,0.8,0.4,null,0.4,28,2013,4,2013,3,09,30
2013-09-30,2012,Y,Farm Credit System Insurance Corporation,null,0.1,-0.1,null,-0.1,29,2013,4,2013,3,09,30
2013-09-30,2012,Y,Pension Benefit Guaranty Corporation,20.2,10.4,9.8,null,9.8,30,2013,4,2013,3,09,30
2013-09-30,2012,Y,Securities and Exchange Commission,1.2,1.6,-0.4,null,-0.4,31,2013,4,2013,3,09,30
2013-09-30,2012,Y,Tennessee Valley Authority,11.0,11.3,-0.3,0.1,-0.2,32,2013,4,2013,3,09,30
2013-09-30,2012,Y,General Services Administration,0.1,0.5,-0.4,null,-0.4,33,2013,4,2013,3,09,30
2013-09-30,2012,Y,National Credit Union Administration,1.3,1.0,0.3,null,0.3,34,2013,4,2013,3,09,30
2013-09-30,2012,Y,Federal Deposit Insurance Corporation,2.4,19.3,-16.9,null,-16.9,35,2013,4,2013,3,09,30
2013-09-30,2012,Y,Department of the Treasury,-152.9,27.5,-180.4,null,-180.4,36,2013,4,2013,3,09,30
2013-09-30,2012,Y,All other entities,54.4,0.8,53.6,null,53.6,37,2013,4,2013,3,09,30
2013-09-30,2012,Y,Total,3844.9,350.8,3494.1,320.2,3814.3,38,2013,4,2013,3,09,30
2012-09-30,2012,N,Department of Health and Human Services,924.0,67.8,856.2,0.3,856.5,1,2012,4,2012,3,09,30
2012-09-30,2012,N,Social Security Administration,825.4,0.3,825.1,null,825.1,2,2012,4,2012,3,09,30
2012-09-30,2012,N,Department of Defense,784.7,56.0,728.7,70.4,799.1,3,2012,4,2012,3,09,30
2012-09-30,2012,N,Department of Veterans Affairs,213.6,4.1,209.5,149.3,358.8,4,2012,4,2012,3,09,30
2012-09-30,2012,N,Interest on Treasury Securities Held by the Public,245.4,null,245.4,null,245.4,5,2012,4,2012,3,09,30
2012-09-30,2012,N,Department of Agriculture,161.0,12.0,149.0,null,149.0,6,2012,4,2012,3,09,30
2012-09-30,2012,N,Office of Personnel Management,48.2,19.1,29.1,98.9,128.0,7,2012,4,2012,3,09,30
2012-09-30,2012,N,Department of Labor,107.3,null,107.3,null,107.3,8,2012,4,2012,3,09,30
2012-09-30,2012,N,Department of Transportation,79.0,0.8,78.2,null,78.2,9,2012,4,2012,3,09,30
2012-09-30,2012,N,Department of Housing and Urban Development,74.5,1.5,73.0,null,73.0,10,2012,4,2012,3,09,30
2012-09-30,2012,N,Department of Energy,60.8,4.3,56.5,null,56.5,11,2012,4,2012,3,09,30
2012-09-30,2012,N,Department of Homeland Security,58.2,9.9,48.3,0.4,48.7,12,2012,4,2012,3,09,30
2012-09-30,2012,N,Department of Education,62.7,20.0,42.7,null,42.7,13,2012,4,2012,3,09,30
2012-09-30,2012,N,Department of Justice,38.9,1.3,37.6,null,37.6,14,2012,4,2012,3,09,30
2012-09-30,2012,N,Department of State,29.8,3.5,26.3,0.8,27.1,15,2012,4,2012,3,09,30
2012-09-30,2012,N,Department of the Interior,23.3,2.7,20.6,null,20.6,16,2012,4,2012,3,09,30
2012-09-30,2012,N,National Aeronautics and Space Administration,19.0,0.2,18.8,null,18.8,17,2012,4,2012,3,09,30
2012-09-30,2012,N,Agency for International Development,11.4,0.2,11.2,null,11.2,18,2012,4,2012,3,09,30
2012-09-30,2012,N,Environmental Protection Agency,11.4,0.3,11.1,null,11.1,19,2012,4,2012,3,09,30
2012-09-30,2012,N,Railroad Retirement Board,15.3,5.1,10.2,null,10.2,20,2012,4,2012,3,09,30
2012-09-30,2012,N,Department of Commerce,12.8,2.6,10.2,null,10.2,21,2012,4,2012,3,09,30
2012-09-30,2012,N,Pension Benefit Guaranty Corporation,20.2,10.4,9.8,null,9.8,22,2012,4,2012,3,09,30
2012-09-30,2012,N,Federal Communications Commission,10.1,0.4,9.7,null,9.7,23,2012,4,2012,3,09,30
2012-09-30,2012,N,U.S. Postal Service,72.8,64.2,8.6,null,8.6,24,2012,4,2012,3,09,30
2012-09-30,2012,N,National Science Foundation,7.4,null,7.4,null,7.4,25,2012,4,2012,3,09,30
2012-09-30,2012,N,Small Business Administration,1.6,0.4,1.2,null,1.2,26,2012,4,2012,3,09,30
2012-09-30,2012,N,Smithsonian Institution,0.8,null,0.8,null,0.8,27,2012,4,2012,3,09,30
2012-09-30,2012,N,Export-Import Bank of the United States,1.2,0.8,0.4,null,0.4,28,2012,4,2012,3,09,30
2012-09-30,2012,N,U.S. Nuclear Regulatory Commission,1.1,0.8,0.3,null,0.3,29,2012,4,2012,3,09,30
2012-09-30,2012,N,National Credit Union Administration,1.3,1.0,0.3,null,0.3,30,2012,4,2012,3,09,30
2012-09-30,2012,N,General Services Administration,0.5,0.5,null,null,null,31,2012,4,2012,3,09,30
2012-09-30,2012,N,Farm Credit System Insurance Corporation,null,0.1,-0.1,null,-0.1,32,2012,4,2012,3,09,30
2012-09-30,2012,N,Tennessee Valley Authority,11.0,11.3,-0.3,0.1,-0.2,33,2012,4,2012,3,09,30
2012-09-30,2012,N,Securities and Exchange Commission,1.2,1.6,-0.4,null,-0.4,34,2012,4,2012,3,09,30
2012-09-30,2012,N,Federal Deposit Insurance Corporation,2.6,19.3,-16.7,null,-16.7,35,2012,4,2012,3,09,30
2012-09-30,2012,N,Department of the Treasury,-150.0,27.5,-177.5,null,-177.5,36,2012,4,2012,3,09,30
2012-09-30,2012,N,All other entities,56.4,0.8,55.6,null,55.6,37,2012,4,2012,3,09,30
2012-09-30,2012,N,Total,3844.9,350.8,3494.1,320.2,3814.3,38,2012,4,2012,3,09,30
2012-09-30,2011,Y,Department of Health and Human Services,943.3,66.4,876.9,0.1,877.0,1,2012,4,2012,3,09,30
2012-09-30,2011,Y,Social Security Administration,782.9,0.4,782.5,null,782.5,2,2012,4,2012,3,09,30
2012-09-30,2011,Y,Department of Defense,827.0,78.0,749.0,-32.0,717.0,3,2012,4,2012,3,09,30
2012-09-30,2011,Y,Department of Veterans Affairs,123.7,4.7,119.0,58.9,177.9,4,2012,4,2012,3,09,30
2012-09-30,2011,Y,Interest on Treasury Securities Held by the Public,250.9,null,250.9,null,250.9,5,2012,4,2012,3,09,30
2012-09-30,2011,Y,Department of Agriculture,153.8,9.4,144.4,null,144.4,6,2012,4,2012,3,09,30
2012-09-30,2011,Y,Office of Personnel Management,43.6,19.1,24.5,0.3,24.8,7,2012,4,2012,3,09,30
2012-09-30,2011,Y,Department of Labor,132.7,null,132.7,null,132.7,8,2012,4,2012,3,09,30
2012-09-30,2011,Y,Department of Transportation,77.7,0.7,77.0,null,77.0,9,2012,4,2012,3,09,30
2012-09-30,2011,Y,Department of Housing and Urban Development,60.7,1.2,59.5,null,59.5,10,2012,4,2012,3,09,30
2012-09-30,2011,Y,Department of Energy,52.5,7.9,44.6,null,44.6,11,2012,4,2012,3,09,30
2012-09-30,2011,Y,Department of Homeland Security,58.6,9.4,49.2,0.4,49.6,12,2012,4,2012,3,09,30
2012-09-30,2011,Y,Department of Education,69.7,15.0,54.7,null,54.7,13,2012,4,2012,3,09,30
2012-09-30,2011,Y,Department of Justice,31.1,1.3,29.8,null,29.8,14,2012,4,2012,3,09,30
2012-09-30,2011,Y,Department of State,26.9,3.4,23.5,0.4,23.9,15,2012,4,2012,3,09,30
2012-09-30,2011,Y,Department of the Interior,23.6,2.7,20.9,null,20.9,16,2012,4,2012,3,09,30
2012-09-30,2011,Y,National Aeronautics and Space Administration,18.7,0.1,18.6,null,18.6,17,2012,4,2012,3,09,30
2012-09-30,2011,Y,Agency for International Development,12.1,0.7,11.4,null,11.4,18,2012,4,2012,3,09,30
2012-09-30,2011,Y,Environmental Protection Agency,11.2,0.5,10.7,null,10.7,19,2012,4,2012,3,09,30
2012-09-30,2011,Y,Railroad Retirement Board,16.9,5.9,11.0,null,11.0,20,2012,4,2012,3,09,30
2012-09-30,2011,Y,Department of Commerce,11.2,2.5,8.7,null,8.7,21,2012,4,2012,3,09,30
2012-09-30,2011,Y,Pension Benefit Guaranty Corporation,12.8,7.4,5.4,null,5.4,22,2012,4,2012,3,09,30
2012-09-30,2011,Y,Federal Communications Commission,9.3,0.4,8.9,null,8.9,23,2012,4,2012,3,09,30
2012-09-30,2011,Y,U.S. Postal Service,61.7,64.6,-2.9,null,-2.9,24,2012,4,2012,3,09,30
2012-09-30,2011,Y,National Science Foundation,7.1,null,7.1,null,7.1,25,2012,4,2012,3,09,30
2012-09-30,2011,Y,Small Business Administration,3.6,0.4,3.2,null,3.2,26,2012,4,2012,3,09,30
2012-09-30,2011,Y,Smithsonian Institution,0.7,null,0.7,null,0.7,27,2012,4,2012,3,09,30
2012-09-30,2011,Y,Export-Import Bank of the United States,0.6,0.7,-0.1,null,-0.1,28,2012,4,2012,3,09,30
2012-09-30,2011,Y,U.S. Nuclear Regulatory Commission,1.0,0.8,0.2,null,0.2,29,2012,4,2012,3,09,30
2012-09-30,2011,Y,National Credit Union Administration,0.2,3.1,-2.9,null,-2.9,30,2012,4,2012,3,09,30
2012-09-30,2011,Y,General Services Administration,0.3,0.6,-0.3,null,-0.3,31,2012,4,2012,3,09,30
2012-09-30,2011,Y,Farm Credit System Insurance Corporation,null,0.1,-0.1,null,-0.1,32,2012,4,2012,3,09,30
2012-09-30,2011,Y,Tennessee Valley Authority,11.5,11.8,-0.3,null,-0.3,33,2012,4,2012,3,09,30
2012-09-30,2011,Y,Securities and Exchange Commission,1.0,1.6,-0.6,null,-0.6,34,2012,4,2012,3,09,30
2012-09-30,2011,Y,Federal Deposit Insurance Corporation,-2.2,13.7,-15.9,null,-15.9,35,2012,4,2012,3,09,30
2012-09-30,2011,Y,Department of the Treasury,114.8,30.6,84.2,null,84.2,36,2012,4,2012,3,09,30
2012-09-30,2011,Y,All other entities,47.1,0.5,46.6,null,46.6,37,2012,4,2012,3,09,30
2012-09-30,2011,Y,Total,3998.3,365.6,3632.7,28.1,3660.8,38,2012,4,2012,3,09,30
2011-09-30,2011,N,Department of Health and Human Services,943.4,66.4,877.0,0.1,877.1,1,2011,4,2011,3,09,30
2011-09-30,2011,N,Social Security Administration,782.9,0.4,782.5,null,782.5,2,2011,4,2011,3,09,30
2011-09-30,2011,N,Department of Defense,828.7,78.0,750.7,-32.0,718.7,3,2011,4,2011,3,09,30
2011-09-30,2011,N,Interest on Treasury Securities Held by the Public,250.9,null,250.9,null,250.9,4,2011,4,2011,3,09,30
2011-09-30,2011,N,Department of Veterans Affairs,124.3,4.7,119.6,58.9,178.5,5,2011,4,2011,3,09,30
2011-09-30,2011,N,Department of Agriculture,154.2,9.4,144.8,null,144.8,6,2011,4,2011,3,09,30
2011-09-30,2011,N,Department of Labor,132.8,null,132.8,null,132.8,7,2011,4,2011,3,09,30
2011-09-30,2011,N,Department of the Treasury,115.2,30.6,84.6,null,84.6,8,2011,4,2011,3,09,30
2011-09-30,2011,N,Department of Transportation,77.9,0.7,77.2,null,77.2,9,2011,4,2011,3,09,30
2011-09-30,2011,N,Department of Housing and Urban Development,60.8,1.2,59.6,null,59.6,10,2011,4,2011,3,09,30
2011-09-30,2011,N,Department of Education,69.7,15.0,54.7,null,54.7,11,2011,4,2011,3,09,30
2011-09-30,2011,N,Department of Homeland Security,58.9,9.4,49.5,0.4,49.9,12,2011,4,2011,3,09,30
2011-09-30,2011,N,Department of Energy,52.5,7.9,44.6,null,44.6,13,2011,4,2011,3,09,30
2011-09-30,2011,N,Department of Justice,31.3,1.3,30.0,null,30.0,14,2011,4,2011,3,09,30
2011-09-30,2011,N,Office of Personnel Management,43.7,19.1,24.6,0.3,24.9,15,2011,4,2011,3,09,30
2011-09-30,2011,N,Department of State,27.0,3.4,23.6,0.4,24.0,16,2011,4,2011,3,09,30
2011-09-30,2011,N,Department of the Interior,23.8,2.7,21.1,null,21.1,17,2011,4,2011,3,09,30
2011-09-30,2011,N,National Aeronautics and Space Administration,18.8,0.1,18.7,null,18.7,18,2011,4,2011,3,09,30
2011-09-30,2011,N,Agency for International Development,12.1,0.7,11.4,null,11.4,19,2011,4,2011,3,09,30
2011-09-30,2011,N,Railroad Retirement Board,17.0,5.9,11.1,null,11.1,20,2011,4,2011,3,09,30
2011-09-30,2011,N,Environmental Protection Agency,11.3,0.5,10.8,null,10.8,21,2011,4,2011,3,09,30
2011-09-30,2011,N,Federal Communications Commission,9.3,0.4,8.9,null,8.9,22,2011,4,2011,3,09,30
2011-09-30,2011,N,Department of Commerce,11.3,2.5,8.8,null,8.8,23,2011,4,2011,3,09,30
2011-09-30,2011,N,National Science Foundation,7.1,null,7.1,null,7.1,24,2011,4,2011,3,09,30
2011-09-30,2011,N,Pension Benefit Guaranty Corporation,12.8,7.4,5.4,null,5.4,25,2011,4,2011,3,09,30
2011-09-30,2011,N,Small Business Administration,3.6,0.4,3.2,null,3.2,26,2011,4,2011,3,09,30
2011-09-30,2011,N,Smithsonian Institution,0.7,null,0.7,null,0.7,27,2011,4,2011,3,09,30
2011-09-30,2011,N,U.S. Nuclear Regulatory Commission,1.0,0.8,0.2,null,0.2,28,2011,4,2011,3,09,30
2011-09-30,2011,N,Farm Credit System Insurance Corporation,null,0.1,-0.1,null,-0.1,29,2011,4,2011,3,09,30
2011-09-30,2011,N,Export-Import Bank of the United States,0.6,0.7,-0.1,null,-0.1,30,2011,4,2011,3,09,30
2011-09-30,2011,N,General Services Administration,0.4,0.6,-0.2,null,-0.2,31,2011,4,2011,3,09,30
2011-09-30,2011,N,Tennessee Valley Authority,11.5,11.8,-0.3,null,-0.3,32,2011,4,2011,3,09,30
2011-09-30,2011,N,Securities and Exchange Commission,1.1,1.6,-0.5,null,-0.5,33,2011,4,2011,3,09,30
2011-09-30,2011,N,National Credit Union Administration,0.2,3.1,-2.9,null,-2.9,34,2011,4,2011,3,09,30
2011-09-30,2011,N,U.S. Postal Service,56.2,64.6,-8.4,null,-8.4,35,2011,4,2011,3,09,30
2011-09-30,2011,N,Federal Deposit Insurance Corporation,-2.1,13.7,-15.8,null,-15.8,36,2011,4,2011,3,09,30
2011-09-30,2011,N,All other entities,47.4,0.5,46.9,null,46.9,37,2011,4,2011,3,09,30
2011-09-30,2011,N,Total,3998.3,365.6,3632.7,28.1,3660.8,38,2011,4,2011,3,09,30
2011-09-30,2010,Y,Department of Health and Human Services,920.4,62.7,857.7,-0.1,857.6,1,2011,4,2011,3,09,30
2011-09-30,2010,Y,Social Security Administration,754.2,0.3,753.9,null,753.9,2,2011,4,2011,3,09,30
2011-09-30,2010,Y,Department of Defense,929.0,39.8,889.2,-58.8,830.4,3,2011,4,2011,3,09,30
2011-09-30,2010,Y,Interest on Treasury Securities Held by the Public,214.8,null,214.8,null,214.8,4,2011,4,2011,3,09,30
2011-09-30,2010,Y,Department of Veterans Affairs,240.2,4.7,235.5,101.4,336.9,5,2011,4,2011,3,09,30
2011-09-30,2010,Y,Department of Agriculture,136.6,6.0,130.6,null,130.6,6,2011,4,2011,3,09,30
2011-09-30,2010,Y,Department of Labor,179.0,null,179.0,null,179.0,7,2011,4,2011,3,09,30
2011-09-30,2010,Y,Department of the Treasury,402.3,29.4,372.9,null,372.9,8,2011,4,2011,3,09,30
2011-09-30,2010,Y,Department of Transportation,80.4,0.6,79.8,null,79.8,9,2011,4,2011,3,09,30
2011-09-30,2010,Y,Department of Housing and Urban Development,56.7,1.3,55.4,null,55.4,10,2011,4,2011,3,09,30
2011-09-30,2010,Y,Department of Education,100.8,11.3,89.5,null,89.5,11,2011,4,2011,3,09,30
2011-09-30,2010,Y,Department of Homeland Security,58.9,8.9,50.0,5.7,55.7,12,2011,4,2011,3,09,30
2011-09-30,2010,Y,Department of Energy,28.9,3.8,25.1,null,25.1,13,2011,4,2011,3,09,30
2011-09-30,2010,Y,Department of Justice,32.7,1.2,31.5,null,31.5,14,2011,4,2011,3,09,30
2011-09-30,2010,Y,Office of Personnel Management,43.5,18.0,25.5,84.1,109.6,15,2011,4,2011,3,09,30
2011-09-30,2010,Y,Department of State,24.5,2.8,21.7,0.6,22.3,16,2011,4,2011,3,09,30
2011-09-30,2010,Y,Department of the Interior,20.7,2.4,18.3,null,18.3,17,2011,4,2011,3,09,30
2011-09-30,2010,Y,National Aeronautics and Space Administration,22.1,0.1,22.0,null,22.0,18,2011,4,2011,3,09,30
2011-09-30,2010,Y,Agency for International Development,10.7,0.2,10.5,null,10.5,19,2011,4,2011,3,09,30
2011-09-30,2010,Y,Railroad Retirement Board,14.6,5.8,8.8,null,8.8,20,2011,4,2011,3,09,30
2011-09-30,2010,Y,Environmental Protection Agency,12.7,0.5,12.2,null,12.2,21,2011,4,2011,3,09,30
2011-09-30,2010,Y,Federal Communications Commission,9.5,0.5,9.0,null,9.0,22,2011,4,2011,3,09,30
2011-09-30,2010,Y,Department of Commerce,16.5,2.3,14.2,null,14.2,23,2011,4,2011,3,09,30
2011-09-30,2010,Y,National Science Foundation,6.9,null,6.9,null,6.9,24,2011,4,2011,3,09,30
2011-09-30,2010,Y,Pension Benefit Guaranty Corporation,11.9,8.1,3.8,null,3.8,25,2011,4,2011,3,09,30
2011-09-30,2010,Y,Small Business Administration,5.4,0.4,5.0,null,5.0,26,2011,4,2011,3,09,30
2011-09-30,2010,Y,Smithsonian Institution,0.8,null,0.8,null,0.8,27,2011,4,2011,3,09,30
2011-09-30,2010,Y,U.S. Nuclear Regulatory Commission,1.2,0.9,0.3,null,0.3,28,2011,4,2011,3,09,30
2011-09-30,2010,Y,Farm Credit System Insurance Corporation,null,0.1,-0.1,null,-0.1,29,2011,4,2011,3,09,30
2011-09-30,2010,Y,Export-Import Bank of the United States,0.4,0.7,-0.3,null,-0.3,30,2011,4,2011,3,09,30
2011-09-30,2010,Y,General Services Administration,0.6,0.6,null,null,null,31,2011,4,2011,3,09,30
2011-09-30,2010,Y,Tennessee Valley Authority,9.7,10.8,-1.1,null,-1.1,32,2011,4,2011,3,09,30
2011-09-30,2010,Y,Securities and Exchange Commission,1.1,1.4,-0.3,null,-0.3,33,2011,4,2011,3,09,30
2011-09-30,2010,Y,National Credit Union Administration,3.2,1.1,2.1,null,2.1,34,2011,4,2011,3,09,30
2011-09-30,2010,Y,U.S. Postal Service,57.3,65.7,-8.4,null,-8.4,35,2011,4,2011,3,09,30
2011-09-30,2010,Y,Federal Deposit Insurance Corporation,16.8,16.1,0.7,null,0.7,36,2011,4,2011,3,09,30
2011-09-30,2010,Y,All other entities,47.3,0.7,46.6,null,46.6,37,2011,4,2011,3,09,30
2011-09-30,2010,Y,Total,4472.3,309.2,4163.1,132.9,4296.0,38,2011,4,2011,3,09,30
2010-09-30,2010,N,Department of Defense,929.0,39.8,null,null,889.2,1,2010,4,2010,3,09,30
2010-09-30,2010,N,Department of Health and Human Services,920.4,62.7,null,null,857.7,2,2010,4,2010,3,09,30
2010-09-30,2010,N,Social Security Administration,754.2,0.3,null,null,753.9,3,2010,4,2010,3,09,30
2010-09-30,2010,N,Department of the Treasury,402.3,29.4,null,null,372.9,4,2010,4,2010,3,09,30
2010-09-30,2010,N,Department of Veterans Affairs,240.2,4.7,null,null,235.5,5,2010,4,2010,3,09,30
2010-09-30,2010,N,Interest on Treasury Securities held by the public,214.8,null,null,null,214.8,6,2010,4,2010,3,09,30
2010-09-30,2010,N,Department of Labor,179.0,null,null,null,179.0,7,2010,4,2010,3,09,30
2010-09-30,2010,N,Department of Agriculture,136.6,6.0,null,null,130.6,8,2010,4,2010,3,09,30
2010-09-30,2010,N,Department of Education,100.8,11.3,null,null,89.5,9,2010,4,2010,3,09,30
2010-09-30,2010,N,Department of Transportation,80.4,0.6,null,null,79.8,10,2010,4,2010,3,09,30
2010-09-30,2010,N,Department of Homeland Security,58.9,8.9,null,null,50.0,11,2010,4,2010,3,09,30
2010-09-30,2010,N,U.S. Postal Service,57.3,65.7,null,null,-8.4,12,2010,4,2010,3,09,30
2010-09-30,2010,N,Department of Housing and Urban Development,56.7,1.3,null,null,55.4,13,2010,4,2010,3,09,30
2010-09-30,2010,N,Office of Personnel Management,43.5,18.0,null,null,25.5,14,2010,4,2010,3,09,30
2010-09-30,2010,N,Department of Justice,32.7,1.2,null,null,31.5,15,2010,4,2010,3,09,30
2010-09-30,2010,N,Department of Energy,28.9,3.8,null,null,25.1,16,2010,4,2010,3,09,30
2010-09-30,2010,N,Department of State,24.5,2.8,null,null,21.7,17,2010,4,2010,3,09,30
2010-09-30,2010,N,National Aeronautics and Space Administration,22.1,0.1,null,null,22.0,18,2010,4,2010,3,09,30
2010-09-30,2010,N,Department of the Interior,20.7,2.4,null,null,18.3,19,2010,4,2010,3,09,30
2010-09-30,2010,N,Federal Deposit Insurance Corporation,16.8,16.1,null,null,0.7,20,2010,4,2010,3,09,30
2010-09-30,2010,N,Department of Commerce,16.5,2.3,null,null,14.2,21,2010,4,2010,3,09,30
2010-09-30,2010,N,Railroad Retirement Board,14.6,5.8,null,null,8.8,22,2010,4,2010,3,09,30
2010-09-30,2010,N,Environmental Protection Agency,12.7,0.5,null,null,12.2,23,2010,4,2010,3,09,30
2010-09-30,2010,N,Pension Benefit Guaranty Corporation,11.9,8.1,null,null,3.8,24,2010,4,2010,3,09,30
2010-09-30,2010,N,Agency for International Development,10.7,0.2,null,null,10.5,25,2010,4,2010,3,09,30
2010-09-30,2010,N,Tennessee Valley Authority,9.7,10.8,null,null,-1.1,26,2010,4,2010,3,09,30
2010-09-30,2010,N,Federal Communications Commission,9.5,0.5,null,null,9.0,27,2010,4,2010,3,09,30
2010-09-30,2010,N,National Science Foundation,6.9,null,null,null,6.9,28,2010,4,2010,3,09,30
2010-09-30,2010,N,Small Business Administration,5.4,0.4,null,null,5.0,29,2010,4,2010,3,09,30
2010-09-30,2010,N,National Credit Union Administration,3.2,1.1,null,null,2.1,30,2010,4,2010,3,09,30
2010-09-30,2010,N,U.S. Nuclear Regulatory Commission,1.2,0.9,null,null,0.3,31,2010,4,2010,3,09,30
2010-09-30,2010,N,Securities and Exchange Commission,1.1,1.4,null,null,-0.3,32,2010,4,2010,3,09,30
2010-09-30,2010,N,Smithsonian Institution,0.8,null,null,null,0.8,33,2010,4,2010,3,09,30
2010-09-30,2010,N,General Services Administration,0.6,0.6,null,null,null,34,2010,4,2010,3,09,30
2010-09-30,2010,N,Export-Import Bank of the United States,0.4,0.7,null,null,-0.3,35,2010,4,2010,3,09,30
2010-09-30,2010,N,Farm Credit System Insurance Corporation,null,0.1,null,null,-0.1,36,2010,4,2010,3,09,30
2010-09-30,2010,N,All other entities,47.3,0.7,null,null,46.6,37,2010,4,2010,3,09,30
2010-09-30,2010,N,Subtotal before loss/(gain) from changes in assumptions in 2010,4472.3,309.2,null,null,4163.1,38,2010,4,2010,3,09,30
2010-09-30,2010,N,Subtotal of loss/(gain) from changes in assumptions,132.9,null,null,null,132.9,39,2010,4,2010,3,09,30
2010-09-30,2010,N,Total,4605.2,309.2,null,null,4296.0,40,2010,4,2010,3,09,30
2010-09-30,2009,Y,Department of Defense,718.4,35.6,null,null,682.8,1,2010,4,2010,3,09,30
2010-09-30,2009,Y,Department of Health and Human Services,866.4,59.5,null,null,806.9,2,2010,4,2010,3,09,30
